,0,1,2,3,4
1919,support ,v.,n.,,
1920,support ,v.,n.,,
1921,suppose ,v.,,,
1922,sure ,adv.,,,
1923,surprise ,n.,v.,,
1924,surprise ,n.,v.,,
1925,surprised ,adj.,,,
1926,surprising ,adj.,,,
1927,survey ,n.,,,
1928,sweet ,adj.,n.,,
1929,sweet ,adj.,n.,,
1930,symbol ,n.,,,
1931,system ,n.,,,
1932,tablet ,n.,,,
1933,talk ,n.,,,
1934,target ,n.,,,
1935,task ,n.,,,
1936,taste ,n.,v.,,
1937,taste ,n.,v.,,
1938,teaching ,n.,,,
1939,technology ,n.,,,
1940,teenage ,adj.,,,
1941,temperature ,n.,,,
1942,term ,n.,,,
1943,text ,v.,,,
1944,themselves ,pron.,,,
1945,thick ,adj.,,,
1946,thief ,n.,,,
1947,thin ,adj.,,,
1948,thinking ,n.,,,
1949,third ,n.,,,
1950,thought ,n.,,,
1951,throw ,v.,,,
1952,tidy ,adj.,v.,,
1953,tidy ,adj.,v.,,
1954,tie ,v.,n.,,
1955,tie ,v.,n.,,
1956,tip ,n.,,,
1957,tool ,n.,,,
1958,top ,n.,adj.,,
1959,top ,n.,adj.,,
1960,touch ,v.,,,
1961,tour ,n.,,,
1962,tourism ,n.,,,
1963,towards ,prep.,,,
1964,towel ,n.,,,
1965,tower ,n.,,,
1966,toy ,n.,adj.,,
1967,toy ,n.,adj.,,
1968,track ,n.,,,
1969,tradition ,n.,,,
1970,traditional ,adj.,,,
1971,train ,v.,,,
1972,trainer ,n.,,,
1973,training ,n.,,,
1974,transport ,n.,,,
1975,traveller ,n.,,,
1976,trouble ,n.,,,
1977,truck ,n.,,,
1978,twin ,n.,adj.,,
1979,twin ,n.,adj.,,
1980,typical ,adj.,,,
1981,underground ,adj.,adv.,,
1982,underground ,adj.,adv.,,
1983,understanding ,n.,,,
1984,unfortunately ,adv.,,,
1985,unhappy ,adj.,,,
1986,uniform ,n.,,,
1987,unit ,n.,,,
1988,united ,adj.,,,
1989,unusual ,adj.,,,
1990,upstairs ,adj.,,,
1991,use ,n.,,,
1992,used to ,modal v.,,,
1993,user ,n.,,,
1994,usual ,adj.,,,
1995,valley ,n.,,,
1996,van ,n.,,,
1997,variety ,n.,,,
1998,vehicle ,n.,,,
1999,view ,n.,,,
2000,virus ,n.,,,
2001,voice ,n.,,,
2002,wait ,n.,,,
2003,war ,n.,,,
2004,wash ,n.,,,
2005,washing ,n.,,,
2006,wave ,n.,,,
2007,weak ,adj.,,,
2008,web ,n.,,,
2009,wedding ,n.,,,
2010,weight ,n.,,,
2011,welcome ,n.,,,
2012,wet ,adj.,,,
2013,wheel ,n.,,,
2014,while ,conj.,,,
2015,whole ,adj.,,,
2016,whose ,det./pron.,,,
2017,wide ,adj.,,,
2018,wild ,adj.,,,
2019,wind1 ,n.,,,
2020,winner ,n.,,,
2021,wish ,v.,n.,,
2022,wish ,v.,n.,,
2023,wood ,n.,,,
2024,wooden ,adj.,,,
2025,working ,adj.,,,
2026,worried ,adj.,,,
2027,worry ,v.,,,
2028,worse ,adj.,,,
2029,wow ,exclam.,,,
2030,yet ,adv.,,,
2031,yours ,pron.,,,
2032,zero ,number,,,
2033,absolutely ,adv.,,,
2034,academic ,adj.,,,
2035,access ,n.,v.,,
2036,access ,n.,v.,,
2037,accommodation ,n.,,,
2038,account ,n.,,,
2039,achievement ,n.,,,
2040,act ,n.,,,
2041,ad ,n.,,,
2042,addition ,n.,,,
2043,admire ,v.,,,
2044,admit ,v.,,,
2045,advanced ,adj.,,,
2046,advise ,v.,,,
2047,afford ,v.,,,
2048,age ,v.,,,
2049,aged ,adj.,,,
2050,agent ,n.,,,
2051,agreement ,n.,,,
2052,ahead ,adv.,,,
2053,aim ,v.,n.,,
2054,aim ,v.,n.,,
2055,alarm ,n.,,,
2056,album ,n.,,,
2057,alcohol ,n.,,,
2058,alcoholic ,adj.,,,
2059,alternative ,adj.,,,
2060,amazed ,adj.,,,
2061,ambition ,n.,,,
2062,ambitious ,adj.,,,
2063,analyse ,v.,,,
2064,analysis ,n.,,,
2065,announce ,v.,,,
2066,announcement ,n.,,,
2067,annoy ,v.,,,
2068,annoyed ,adj.,,,
2069,annoying ,adj.,,,
2070,apart ,adv.,,,
2071,apologize ,v.,,,
2072,application ,n.,,,
2073,appointment ,n.,,,
2074,appreciate ,v.,,,
2075,approximately ,adv.,,,
2076,arrest ,v.,n.,,
2077,arrest ,v.,n.,,
2078,arrival ,n.,,,
2079,assignment ,n.,,,
2080,assist ,v.,,,
2081,atmosphere ,n.,,,
2082,attach ,v.,,,
2083,attitude ,n.,,,
2084,attract ,v.,,,
2085,attraction ,n.,,,
2086,authority ,n.,,,
2087,average ,v.,,,
2088,award ,v.,,,
2089,aware ,adj.,,,
2090,backwards ,adv.,,,
2091,bake ,v.,,,
2092,balance ,n.,v.,,
2093,balance ,n.,v.,,
2094,ban ,v.,n.,,
2095,ban ,v.,n.,,
2096,bank ,n.,,,
2097,base ,n.,v.,,
2098,base ,n.,v.,,
2099,basic ,adj.,,,
2100,basis ,n.,,,
2101,battery ,n.,,,
2102,battle ,n.,,,
2103,beauty ,n.,,,
2104,bee ,n.,,,
2105,belief ,n.,,,
2106,bell ,n.,,,
2107,bend ,v.,n.,,
2108,bend ,v.,n.,,
2109,benefit ,v.,,,
2110,better ,n.,,,
2111,bite ,v.,n.,,
2112,bite ,v.,n.,,
2113,block ,n.,v.,,
2114,block ,n.,v.,,
2115,board ,v.,,,
2116,bomb ,n.,v.,,
2117,bomb ,n.,v.,,
2118,border ,n.,,,
2119,bother ,v.,,,
2120,branch ,n.,,,
2121,brand ,n.,v.,,
2122,brand ,n.,v.,,
2123,brave ,adj.,,,
2124,breath ,n.,,,
2125,breathe ,v.,,,
2126,breathing ,n.,,,
2127,bride ,n.,,,
2128,bubble ,n.,,,
2129,bury ,v.,,,
2130,by ,adv.,,,
2131,calm ,adj.,v.,n.,
2132,calm ,adj.,v.,n.,
2133,calm ,adj.,v.,n.,
2134,campaign ,n.,v.,,
2135,campaign ,n.,v.,,
2136,campus ,n.,,,
2137,candidate ,n.,,,
2138,cap ,n.,,,
2139,captain ,n.,,,
2140,careless ,adj.,,,
2141,category ,n.,,,
2142,ceiling ,n.,,,
2143,celebration ,n.,,,
2144,central ,adj.,,,
2145,centre ,v.,,,
2146,ceremony ,n.,,,
2147,chain ,n.,,,
2148,challenge ,n.,,,
2149,champion ,n.,,,
2150,channel ,n.,,,
2151,chapter ,n.,,,
2152,charge ,n.,v.,,
2153,charge ,n.,v.,,
2154,cheap ,adv.,,,
2155,cheat ,v.,n.,,
2156,cheat ,v.,n.,,
2157,cheerful ,adj.,,,
2158,chemical ,adj.,n.,,
2159,chemical ,adj.,n.,,
2160,chest ,n.,,,
2161,childhood ,n.,,,
2162,claim ,v.,n.,,
2163,claim ,v.,n.,,
2164,clause ,n.,,,
2165,clear ,v.,,,
2166,click ,v.,n.,,
2167,click ,v.,n.,,
2168,client ,n.,,,
2169,climb ,n.,,,
2170,close2 ,adv.,,,
2171,cloth ,n.,,,
2172,clue ,n.,,,
2173,coach ,v.,,,
2174,coal ,n.,,,
2175,coin ,n.,,,
2176,collection ,n.,,,
2177,coloured ,adj.,,,
2178,combine ,v.,,,
2179,comment ,v.,,,
2180,commercial ,adj.,n.,,
2181,commercial ,adj.,n.,,
2182,commit ,v.,,,
2183,communication ,n.,,,
2184,comparison ,n.,,,
2185,competitor ,n.,,,
2186,competitive ,adj.,,,
2187,complaint ,n.,,,
2188,complex ,adj.,,,
2189,concentrate ,v.,,,
2190,conclude ,v.,,,
2191,conclusion ,n.,,,
2192,confident ,adj.,,,
2193,confirm ,v.,,,
2194,confuse ,v.,,,
2195,confused ,adj.,,,
2196,connection ,n.,,,
2197,consequence ,n.,,,
2198,consist ,v.,,,
2199,consume ,v.,,,
2200,consumer ,n.,,,
2201,contact ,n.,v.,,
2202,contact ,n.,v.,,
2203,container ,n.,,,
2204,content1 ,n.,,,
2205,continuous ,adj.,,,
2206,contrast ,n.,v.,,
2207,contrast ,n.,v.,,
2208,convenient ,adj.,,,
2209,convince ,v.,,,
2210,cool ,v.,,,
2211,costume ,n.,,,
2212,cottage ,n.,,,
2213,cotton ,n.,,,
2214,count ,n.,,,
2215,countryside ,n.,,,
2216,court ,n.,,,
2217,cover ,n.,,,
2218,covered ,adj.,,,
2219,cream ,adj.,,,
2220,criminal ,adj.,,,
2221,cruel ,adj.,,,
2222,cultural ,adj.,,,
2223,currency ,n.,,,
2224,current ,adj.,,,
2225,currently ,adv.,,,
2226,curtain ,n.,,,
2227,custom ,n.,,,
2228,cut ,n.,,,
2229,daily ,adv.,,,
2230,damage ,n.,v.,,
2231,damage ,n.,v.,,
2232,deal ,n.,,,
2233,decade ,n.,,,
2234,decorate ,v.,,,
2235,deep ,adv.,,,
2236,define ,v.,,,
2237,definite ,adj.,,,
2238,definition ,n.,,,
2239,deliver ,v.,,,
2240,departure ,n.,,,
2241,despite ,prep.,,,
2242,destination ,n.,,,
2243,determine ,v.,,,
2244,determined ,adj.,,,
2245,development ,n.,,,
2246,diagram ,n.,,,
2247,diamond ,n.,,,
2248,difficulty ,n.,,,
2249,direct ,v.,adv.,,
2250,direct ,v.,adv.,,
2251,directly ,adv.,,,
2252,dirt ,n.,,,
2253,disadvantage ,n.,,,
2254,disappointed ,adj.,,,
2255,disappointing ,adj.,,,
2256,discount ,n.,,,
2257,dislike ,v.,n.,,
2258,dislike ,v.,n.,,
2259,divide ,v.,,,
2260,documentary ,n.,,,
2261,donate ,v.,,,
2262,double ,adv.,,,
2263,doubt ,n.,v.,,
2264,doubt ,n.,v.,,
2265,dressed ,adj.,,,
2266,drop ,n.,,,
2267,drum ,n.,,,
2268,drunk ,adj.,,,
2269,due ,adj.,,,
2270,dust ,n.,,,
2271,duty ,n.,,,
2272,earthquake ,n.,,,
2273,eastern ,adj.,,,
2274,economic ,adj.,,,
2275,economy ,n.,,,
2276,edge ,n.,,,
2277,editor ,n.,,,
2278,educate ,v.,,,
2279,educated ,adj.,,,
2280,educational ,adj.,,,
2281,effective ,adj.,,,
2282,effectively ,adv.,,,
2283,effort ,n.,,,
2284,election ,n.,,,
2285,element ,n.,,,
2286,embarrassed ,adj.,,,
2287,embarrassing ,adj.,,,
2288,emergency ,n.,,,
2289,emotion ,n.,,,
2290,employment ,n.,,,
2291,empty ,v.,,,
2292,encourage ,v.,,,
2293,enemy ,n.,,,
2294,engaged ,adj.,,,
2295,engineering ,n.,,,
2296,entertain ,v.,,,
2297,entertainment ,n.,,,
2298,entrance ,n.,,,
2299,entry ,n.,,,
2300,environmental ,adj.,,,
2301,episode ,n.,,,
2302,equal ,adj.,v.,,
2303,equal ,adj.,v.,,
2304,equally ,adv.,,,
2305,escape ,v.,n.,,
2306,escape ,v.,n.,,
2307,essential ,adj.,,,
2308,eventually ,adv.,,,
2309,examine ,v.,,,
2310,except ,conj.,,,
2311,exchange ,n.,v.,,
2312,exchange ,n.,v.,,
2313,excitement ,n.,,,
2314,exhibition ,n.,,,
2315,expand ,v.,,,
2316,expected ,adj.,,,
2317,expedition ,n.,,,
2318,experience ,v.,,,
2319,experienced ,adj.,,,
2320,experiment ,v.,,,
2321,explode ,v.,,,
2322,explore ,v.,,,
2323,explosion ,n.,,,
2324,export ,n.,v.,,
2325,export ,n.,v.,,
2326,extra ,n.,adv.,,
2327,extra ,n.,adv.,,
2328,face ,v.,,,
2329,fairly ,adv.,,,
2330,familiar ,adj.,,,
2331,fancy ,v.,adj.,,
2332,fancy ,v.,adj.,,
2333,far ,adj.,,,
2334,fascinating ,adj.,,,
2335,fashionable ,adj.,,,
2336,fasten ,v.,,,
2337,favour ,n.,,,
2338,fear ,v.,,,
2339,feature ,v.,,,
2340,fence ,n.,,,
2341,fighting ,n.,,,
2342,file ,n.,,,
2343,financial ,adj.,,,
2344,fire ,v.,,,
2345,fitness ,n.,,,
2346,fixed ,adj.,,,
2347,flag ,n.,,,
2348,flood ,n.,v.,,
2349,flood ,n.,v.,,
2350,flour ,n.,,,
2351,flow ,v.,n.,,
2352,flow ,v.,n.,,
2353,fold ,v.,,,
2354,folk ,n.,adj.,,
2355,folk ,n.,adj.,,
2356,following ,n.,,,
2357,force ,n.,v.,,
2358,force ,n.,v.,,
2359,forever ,adv.,,,
2360,frame ,n.,v.,,
2361,frame ,n.,v.,,
2362,freeze ,v.,,,
2363,frequently ,adv.,,,
2364,friendship ,n.,,,
2365,frighten ,v.,,,
2366,frightened ,adj.,,,
2367,frightening ,adj.,,,
2368,frozen ,adj.,,,
2369,fry ,v.,,,
2370,fuel ,n.,,,
2371,function ,n.,,,
2372,fur ,n.,,,
2373,further ,adv.,,,
2374,garage ,n.,,,
2375,gather ,v.,,,
2376,generally ,adv.,,,
2377,generation ,n.,,,
2378,generous ,adj.,,,
2379,gentle ,adj.,,,
2380,gentleman ,n.,,,
2381,ghost ,n.,,,
2382,giant ,adj.,n.,,
2383,giant ,adj.,n.,,
2384,glad ,adj.,,,
2385,global ,adj.,,,
2386,glove ,n.,,,
2387,go ,n.,,,
2388,goods ,n.,,,
2389,grade ,n.,,,
2390,graduate ,n.,v.,,
2391,graduate ,n.,v.,,
2392,grain ,n.,,,
2393,grateful ,adj.,,,
2394,growth ,n.,,,
2395,guard ,n.,v.,,
2396,guard ,n.,v.,,
2397,guilty ,adj.,,,
2398,hand ,v.,,,
2399,hang ,v.,,,
2400,happiness ,n.,,,
2401,hardly ,adv.,,,
2402,hate ,n.,,,
2403,head ,v.,,,
2404,headline ,n.,,,
2405,heating ,n.,,,
2406,heavily ,adv.,,,
2407,helicopter ,n.,,,
2408,highlight ,v.,n.,,
2409,highlight ,v.,n.,,
2410,highly ,adv.,,,
2411,hire ,v.,,,
2412,historic ,adj.,,,
2413,historical ,adj.,,,
2414,honest ,adj.,,,
2415,horrible ,adj.,,,
2416,horror ,n.,,,
2417,host ,n.,,,
2418,hunt ,v.,,,
2419,hurricane ,n.,,,
2420,hurry ,n.,v.,,
2421,hurry ,n.,v.,,
2422,identity ,n.,,,
2423,ignore ,v.,,,
2424,illegal ,adj.,,,
2425,imaginary ,adj.,,,
2426,immediate ,adj.,,,
2427,immigrant ,n.,,,
2428,impact ,n.,v.,,
2429,impact ,n.,v.,,
2430,import ,n.,v.,,
2431,import ,n.,v.,,
2432,importance ,n.,,,
2433,impression ,n.,,,
2434,impressive ,adj.,,,
2435,improvement ,n.,,,
2436,incredibly ,adv.,,,
2437,indeed ,adv.,,,
2438,indicate ,v.,,,
2439,indirect ,adj.,,,
2440,indoor ,adj.,,,
2441,indoors ,adv.,,,
2442,influence ,n.,v.,,
2443,influence ,n.,v.,,
2444,ingredient ,n.,,,
2445,injure ,v.,,,
2446,injured ,adj.,,,
2447,innocent ,adj.,,,
2448,intelligence ,n.,,,
2449,intend ,v.,,,
2450,intention ,n.,,,
2451,invest ,v.,,,
2452,investigate ,v.,,,
2453,involved ,adj.,,,
2454,iron ,n.,v.,,
2455,iron ,n.,v.,,
2456,issue ,n.,,,
2457,IT ,n.,,,
2458,journal ,n.,,,
2459,judge ,n.,v.,,
2460,judge ,n.,v.,,
2461,keen ,adj.,,,
2462,key ,v.,,,
2463,keyboard ,n.,,,
2464,kick ,v.,n.,,
2465,kick ,v.,n.,,
2466,killing ,n.,,,
2467,kind ,adj.,,,
2468,kiss ,v.,n.,,
2469,kiss ,v.,n.,,
2470,knock ,n.,,,
2471,label ,n.,v.,,
2472,label ,n.,v.,,
2473,laboratory ,n.,,,
2474,lack ,n.,v.,,
2475,lack ,n.,v.,,
2476,latest ,adj.,,,
2477,lay ,v.,,,
2478,layer ,n.,,,
2479,lead1 ,n.,,,
2480,leading ,adj.,,,
2481,leaf ,n.,,,
2482,leather ,n.,,,
2483,legal ,adj.,,,
2484,leisure ,n.,,,
2485,length ,n.,,,
2486,level ,adj.,,,
2487,lie2 ,v.,n.,,
2488,lie2 ,v.,n.,,
2489,like ,n.,,,
2490,limit ,n.,v.,,
2491,limit ,n.,v.,,
2492,lip ,n.,,,
2493,liquid ,n.,adj.,,
2494,liquid ,n.,adj.,,
2495,literature ,n.,,,
2496,live2 ,adj.,adv.,,
2497,live2 ,adj.,adv.,,
2498,living ,adj.,n.,,
2499,living ,adj.,n.,,
2500,local ,n.,,,
2501,locate ,v.,,,
2502,located ,adj.,,,
2503,location ,n.,,,
2504,lonely ,adj.,,,
2505,loss ,n.,,,
2506,luxury ,n.,,,
2507,mad ,adj.,,,
2508,magic ,n.,adj.,,
2509,magic ,n.,adj.,,
2510,mainly ,adv.,,,
2511,mall ,n.,,,
2512,management ,n.,,,
2513,market ,v.,,,
2514,marketing ,n.,,,
2515,marriage ,n.,,,
2516,meanwhile ,adv.,,,
2517,measure ,v.,n.,,
2518,measure ,v.,n.,,
2519,medium ,adj.,,,
2520,mental ,adj.,,,
2521,mention ,n.,,,
2522,mess ,n.,,,
2523,mild ,adj.,,,
2524,mine ,n.,,,
2525,mix ,v.,n.,,
2526,mix ,v.,n.,,
2527,mixture ,n.,,,
2528,mood ,n.,,,
2529,move ,n.,,,
2530,mud ,n.,,,
2531,murder ,n.,v.,,
2532,murder ,n.,v.,,
2533,muscle ,n.,,,
2534,musical ,n.,,,
2535,mystery ,n.,,,
2536,nail ,n.,,,
2537,narrative ,n.,adj.,,
2538,narrative ,n.,adj.,,
2539,nation ,n.,,,
2540,native ,adj.,n.,,
2541,native ,adj.,n.,,
2542,naturally ,adv.,,,
2543,necessarily ,adv.,,,
2544,need ,modal v.,,,
2545,needle ,n.,,,
2546,neighbourhood ,n.,,,
2547,neither ,adv.,,,
2548,net ,n.,,,
2549,next ,n.,,,
2550,nor ,conj./adv.,,,
2551,normal ,n.,,,
2552,northern ,adj.,,,
2553,note ,v.,,,
2554,now ,conj.,,,
2555,nuclear ,adj.,,,
2556,obvious ,adj.,,,
2557,obviously ,adv.,,,
2558,occasion ,n.,,,
2559,occur ,v.,,,
2560,odd ,adj.,,,
2561,official ,adj.,,,
2562,old-fashioned ,adj.,,,
2563,once ,conj.,,,
2564,operation ,n.,,,
2565,organized ,adj.,,,
2566,organizer ,n.,,,
2567,original ,n.,,,
2568,originally ,adv.,,,
2569,ought ,modal v.,,,
2570,ours ,pron.,,,
2571,outdoor ,adj.,,,
2572,outdoors ,adv.,,,
2573,pack ,n.,,,
2574,package ,n.,,,
2575,painful ,adj.,,,
2576,pale ,adj.,,,
2577,pan ,n.,,,
2578,participate ,v.,,,
2579,particularly ,adv.,,,
2580,pass ,n.,,,
2581,passion ,n.,,,
2582,path ,n.,,,
2583,payment ,n.,,,
2584,peaceful ,adj.,,,
2585,percentage ,n.,,,
2586,perfectly ,adv.,,,
2587,performance ,n.,,,
2588,personally ,adv.,,,
2589,persuade ,v.,,,
2590,photographer ,n.,,,
2591,photography ,n.,,,
2592,pin ,n.,v.,,
2593,pin ,n.,v.,,
2594,pipe ,n.,,,
2595,place ,v.,,,
2596,planning ,n.,,,
2597,pleasant ,adj.,,,
2598,pleasure ,n.,,,
2599,plenty ,pron.,,,
2600,plot ,n.,,,
2601,plus1 ,prep.,,,
2602,poem ,n.,,,
2603,poet ,n.,,,
2604,poetry ,n.,,,
2605,point ,v.,,,
2606,poison ,n.,v.,,
2607,poison ,n.,v.,,
2608,poisonous ,adj.,,,
2609,policy ,n.,,,
2610,political ,adj.,,,
2611,politician ,n.,,,
2612,politics ,n.,,,
2613,port ,n.,,,
2614,portrait ,n.,,,
2615,possibly ,adv.,,,
2616,pot ,n.,,,
2617,pour ,v.,,,
2618,poverty ,n.,,,
2619,powder ,n.,,,
2620,powerful ,adj.,,,
2621,practical ,adj.,,,
2622,pray ,v.,,,
2623,prayer ,n.,,,
2624,prediction ,n.,,,
2625,prepared ,adj.,,,
2626,presentation ,n.,,,
2627,press ,n.,v.,,
2628,press ,n.,v.,,
2629,pressure ,n.,,,
2630,pretend ,v.,,,
2631,previous ,adj.,,,
2632,previously ,adv.,,,
2633,priest ,n.,,,
2634,primary ,adj.,,,
2635,prince ,n.,,,
2636,princess ,n.,,,
2637,printing ,n.,,,
2638,prisoner ,n.,,,
2639,private ,adj.,,,
2640,producer ,n.,,,
2641,production ,n.,,,
2642,profession ,n.,,,
2643,profit ,n.,,,
2644,program ,v.,,,
2645,promote ,v.,,,
2646,proper ,adj.,,,
2647,properly ,adv.,,,
2648,property ,n.,,,
2649,protest ,n.,v.,,
2650,protest ,n.,v.,,
2651,proud ,adj.,,,
2652,prove ,v.,,,
2653,pull ,n.,,,
2654,punish ,v.,,,
2655,punishment ,n.,,,
2656,push ,n.,,,
2657,qualification ,n.,,,
2658,qualified ,adj.,,,
2659,qualify ,v.,,,
2660,queue ,n.,v.,,
2661,queue ,n.,v.,,
2662,quit ,v.,,,
2663,quotation ,n.,,,
2664,quote ,v.,n.,,
2665,quote ,v.,n.,,
2666,race ,n.,,,
2667,racing ,n.,,,
2668,range ,n.,,,
2669,rare ,adj.,,,
2670,rarely ,adv.,,,
2671,reaction ,n.,,,
2672,reality ,n.,,,
2673,receipt ,n.,,,
2674,recommendation ,n.,,,
2675,reference ,n.,,,
2676,reflect ,v.,,,
2677,regularly ,adv.,,,
2678,reject ,v.,,,
2679,relate ,v.,,,
2680,related ,adj.,,,
2681,relation ,n.,,,
2682,relative ,adj.,n.,,
2683,relative ,adj.,n.,,
2684,relaxed ,adj.,,,
2685,relaxing ,adj.,,,
2686,release ,v.,n.,,
2687,release ,v.,n.,,
2688,reliable ,adj.,,,
2689,religion ,n.,,,
2690,religious ,adj.,,,
2691,remain ,v.,,,
2692,remind ,v.,,,
2693,remote ,adj.,,,
2694,rent ,n.,v.,,
2695,rent ,n.,v.,,
2696,repair ,n.,,,
2697,repeat ,n.,,,
2698,repeated ,adj.,,,
2699,represent ,v.,,,
2700,request ,v.,,,
2701,require ,v.,,,
2702,reservation ,n.,,,
2703,resource ,n.,,,
2704,respect ,n.,v.,,
2705,respect ,n.,v.,,
2706,responsibility ,n.,,,
2707,responsible ,adj.,,,
2708,result ,v.,,,
2709,retire ,v.,,,
2710,retired ,adj.,,,
2711,revise ,v.,,,
2712,ring2 ,n.,,,
2713,rise ,n.,,,
2714,risk ,n.,v.,,
2715,risk ,n.,v.,,
2716,robot ,n.,,,
2717,roll ,v.,n.,,
2718,roll ,v.,n.,,
2719,romantic ,adj.,,,
2720,rope ,n.,,,
2721,rough ,adj.,,,
2722,row1 ,n.,,,
2723,royal ,adj.,,,
2724,rugby ,n.,,,
2725,rule ,v.,,,
2726,safety ,n.,,,
2727,sail ,n.,,,
2728,sailor ,n.,,,
2729,sample ,n.,,,
2730,sand ,n.,,,
2731,scan ,v.,,,
2732,scientific ,adj.,,,
2733,script ,n.,,,
2734,sculpture ,n.,,,
2735,secondary ,adj.,,,
2736,security ,n.,,,
2737,seed ,n.,,,
2738,sensible ,adj.,,,
2739,separate ,v.,,,
2740,seriously ,adv.,,,
2741,servant ,n.,,,
2742,set ,v.,,,
2743,set ,n.,,,
2744,setting ,n.,,,
2745,sex ,n.,,,
2746,sexual ,adj.,,,
2747,shake ,n.,,,
2748,share ,n.,,,
2749,sharp ,adj.,,,
2750,shelf ,n.,,,
2751,shell ,n.,,,
2752,shift ,n.,,,
2753,shine ,v.,,,
2754,shiny ,adj.,,,
2755,shoot ,v.,,,
2756,shy ,adj.,,,
2757,sight ,n.,,,
2758,signal ,n.,v.,,
2759,signal ,n.,v.,,
2760,silent ,adj.,,,
2761,silly ,adj.,,,
2762,similarity ,n.,,,
2763,similarly ,adv.,,,
2764,simply ,adv.,,,
2765,since ,adv.,,,
2766,sink ,v.,,,
2767,slice ,n.,v.,,
2768,slice ,n.,v.,,
2769,slightly ,adv.,,,
2770,slow ,v.,,,
2771,smart ,adj.,,,
2772,smooth ,adj.,,,
2773,software ,n.,,,
2774,soil ,n.,,,
2775,solid ,adj.,n.,,
2776,solid ,adj.,n.,,
2777,sort ,v.,,,
2778,southern ,adj.,,,
2779,specifically ,adv.,,,
2780,spending ,n.,,,
2781,spicy ,adj.,,,
2782,spirit ,n.,,,
2783,spoken ,adj.,,,
2784,spot ,n.,,,
2785,spread ,v.,,,
2786,spring ,v.,,,
2787,stadium ,n.,,,
2788,staff ,n.,,,
2789,standard ,n.,adj.,,
2790,standard ,n.,adj.,,
2791,state ,adj.,v.,,
2792,state ,adj.,v.,,
2793,statistic ,n.,,,
2794,statue ,n.,,,
2795,stick ,v.,,,
2796,stick ,n.,,,
2797,still ,adj.,,,
2798,store ,v.,,,
2799,stranger ,n.,,,
2800,strength ,n.,,,
2801,string ,n.,,,
2802,strongly ,adv.,,,
2803,studio ,n.,,,
2804,stuff ,n.,,,
2805,substance ,n.,,,
2806,successfully ,adv.,,,
2807,sudden ,adj.,,,
2808,suffer ,v.,,,
2809,suit ,v.,,,
2810,suitable ,adj.,,,
2811,summarize ,v.,,,
2812,summary ,n.,,,
2813,supply ,n.,v.,,
2814,supply ,n.,v.,,
2815,supporter ,n.,,,
2816,surely ,adv.,,,
2817,surface ,n.,,,
2818,survive ,v.,,,
2819,swim ,n.,,,
2820,switch ,v.,,,
2821,symptom ,n.,,,
2822,tail ,n.,,,
2823,talent ,n.,,,
2824,talented ,adj.,,,
2825,tape ,n.,,,
2826,tax ,n.,v.,,
2827,tax ,n.,v.,,
2828,technical ,adj.,,,
2829,technique ,n.,,,
2830,tend ,v.,,,
2831,tent ,n.,,,
2832,that ,adv.,,,
2833,theirs ,pron.,,,
2834,theme ,n.,,,
2835,theory ,n.,,,
2836,therefore ,adv.,,,
2837,this ,adv.,,,
2838,though ,conj.,adv.,,
2839,though ,conj.,adv.,,
2840,throat ,n.,,,
2841,throughout ,prep./adv.,,,
2842,tight ,adj.,,,
2843,till ,conj./prep.,,,
2844,tin ,n.,,,
2845,tiny ,adj.,,,
2846,tip ,v.,,,
2847,toe ,n.,,,
2848,tongue ,n.,,,
